,city_id,city_name,country_code,lat,lon,sources,state_code,station_id,timezone,venue,date,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
10,1277333,Bengaluru,IN,12.9779687,77.5994678,"['432960-99999', '432950-99999', 'IN009010100', 'IN009012900', 'IN009011900', 'IN009012800', 'IN009015400', 'imerg', 'era5', 'sat', 'radar', 'snodas']",19,432950-99999,Asia/Kolkata,M Chinnaswamy Stadium,2017-02-01,20.0,2017-02-01,11.1,47,390,287,123,966,949,29.8,1485903600,9.2,97.0,3.2,1485903600,16.7,1485907200,0.0,0.0,912.0,final,52.0,1013.0,0.0,,287.0,1076,8968,6590,6590.0,23.0,1485887400,97.0,7.6,1.3
11,7172798,Roosevelt Gardens,US,26.139335,-80.183218,"['747830-12849', '722039-12885', 'US1FLBW0076', 'US1FLBW0070', 'US1FLBW0016', 'US1FLBW0130', 'US1FLBW0040', 'USC00083163', 'US1FLBW0127', 'US1FLBW0090', 'US1FLBW0036', 'US1FLBW0005', 'US1FLBW0051', 'US1FLBW0008', 'USW00012885', 'US1FLBW0024', 'US1FLBW0095', 'US1FLBW0105', 'USW00012849', 'US1FLBW0027', 'USC00082114', 'USC00083168', 'imerg', 'era5', 'sat', 'radar', 'snodas']",FL,722039-12885,America/New_York,Central Broward Regional Park Stadium Turf Ground,2016-08-27,43.0,2016-08-27,23.9,50,396,319,125,934,1008,33.3,1472317200,3.7,82.0,10.5,1472320800,26.7,1472346000,7.0,7.0,1012.0,final,73.0,1012.0,0.0,0.0,96.0,1198,9497,7664,2303.0,29.6,1472270400,82.0,11.7,4.5
12,7172798,Roosevelt Gardens,US,26.139335,-80.183218,"['747830-12849', '722039-12885', 'US1FLBW0076', 'US1FLBW0070', 'US1FLBW0016', 'US1FLBW0130', 'US1FLBW0040', 'USC00083163', 'US1FLBW0127', 'US1FLBW0090', 'US1FLBW0036', 'US1FLBW0005', 'US1FLBW0051', 'US1FLBW0008', 'USW00012885', 'US1FLBW0024', 'US1FLBW0095', 'US1FLBW0105', 'USW00012849', 'US1FLBW0027', 'USC00082114', 'USC00083168', 'imerg', 'era5', 'sat', 'radar', 'snodas']",FL,722039-12885,America/New_York,Central Broward Regional Park Stadium Turf Ground,2016-08-28,44.0,2016-08-28,23.6,50,395,318,125,934,1006,31.1,1472396400,4.3,93.0,11.8,1472389200,26.1,1472436000,2.5,2.5,1012.0,final,76.0,1012.0,0.0,0.0,145.0,1196,9484,7638,3473.0,28.4,1472356800,93.0,13.8,6.2
13,2207753,Paddington,AU,-33.8908818,151.2240624,"['947670-99999', '947680-99999', 'ASN00066139', 'ASN00066009', 'ASN00066160', 'ASN00066073', 'ASN00066052', 'ASN00066006', 'ASN00066033', 'ASN00066021', 'ASN00066062', 'ASN00066098', 'ASN00066007', 'ASN00066005', 'ASN00066187', 'ASN00066179', 'ASN00066149', 'ASN00066075', 'ASN00066178', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",NSW,947680-99999,Australia/Sydney,Sydney Cricket Ground,2018-02-03,39.0,2018-02-03,14.0,56,444,355,131,982,1060,24.5,1517626800,9.8,165.0,8.0,1517626800,16.8,1517587200,3.3,3.3,1015.0,final,68.0,1020.0,0.0,,345.0,1344,10667,8520,6528.7,20.3,1517576400,165.0,12.8,6.3
14,2176313,Bellerive,AU,-42.877564,147.374294,"['949700-99999', 'ASN00094211', 'ASN00094004', 'ASN00094059', 'ASN00094168', 'ASN00094122', 'ASN00094037', 'ASN00094197', 'ASN00094030', 'ASN00094132', 'ASN00094029', 'ASN00094210', 'ASN00094058', 'ASN00094090', 'ASN00094056', 'ASN00094078', 'ASN00094111', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",TAS,949700-99999,Australia/Hobart,Bellerive Oval,2018-02-07,50.0,2018-02-07,13.7,56,449,334,127,961,967,25.6,1517968800,7.9,220.0,5.9,1517972400,15.8,1517940000,0.0,0.0,1011.0,final,64.0,1017.0,0.0,,289.0,1345,10771,8016,7278.5,21.1,1517922000,220.0,9.2,3.4
15,6952201,East Melbourne,AU,-37.820629,144.983624,"['958640-99999', '959360-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",VIC,959360-99999,Australia/Melbourne,Melbourne Cricket Ground,2018-02-10,45.0,2018-02-10,16.2,55,440,338,128,969,1005,30.0,1518242400,4.0,173.0,6.6,1518238800,18.9,1518199200,0.8,0.8,1005.0,final,66.0,1005.0,0.0,,179.0,1325,10559,8113,2492.6,23.7,1518181200,173.0,14.0,2.7
16,2179537,Wellington,NZ,-41.2776098,174.7828926,"['934390-99999', '934360-00488', 'NZM00093439', 'imerg', 'era5', 'sat', 'radar', 'snodas']",G2,934360-00488,Pacific/Auckland,Westpac Stadium,2018-02-13,34.0,2018-02-13,16.3,55,437,325,126,958,962,25.0,1518487200,8.5,187.0,11.1,1518483600,20.0,1518512400,0.0,0.0,1009.0,final,71.0,1011.0,0.0,,305.0,1310,10478,7798,7332.0,22.0,1518433200,187.0,14.1,9.1
17,2143747,Whittlesea,AU,-37.498998807,145.069916424,"['948600-99999', 'ASN00086262', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",VIC,948600-99999,Australia/Melbourne,Eden Park,2018-02-16,30.0,2018-02-16,9.1,53,428,328,126,966,990,20.7,1518757200,9.2,189.0,6.3,1518732000,11.7,1518782400,0.0,0.0,952.0,final,71.0,1012.0,0.0,,315.0,1282,10284,7864,6664.1,15.2,1518699600,189.0,10.4,4.7
18,2190324,Hamilton,NZ,-37.78669,175.27257,"['imerg', 'era5', 'sat', 'radar', 'snodas']",G1,932010-99999,Pacific/Auckland,Seddon Park,2018-02-18,100.0,2018-02-18,19.2,53,423,321,127,959,974,26.7,1518922800,3.1,205.0,2.4,1518912000,17.8,1518886800,0.0,0.0,1012.0,final,84.0,1018.0,0.0,,76.0,1277,10152,7711,1833.0,22.4,1518865200,205.0,5.2,1.6
19,2143747,Whittlesea,AU,-37.498998807,145.069916424,"['948600-99999', 'ASN00086262', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",VIC,948600-99999,Australia/Melbourne,Eden Park,2018-02-21,98.0,2018-02-21,8.7,52,417,317,125,960,970,23.0,1519189200,3.2,266.0,12.6,1519167600,15.2,1519156800,1.3,1.3,954.0,final,51.0,1014.0,0.0,,92.0,1246,10016,7613,3593.2,19.3,1519131600,266.0,16.6,7.9
20,1018725,Bloemfontein,ZA,-29.1176,26.2045,"['684430-99999', 'SF002613680', 'SF002613650', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,684430-99999,Africa/Johannesburg,Mangaung Oval,2017-10-26,31.0,2017-10-26,-0.4,52,433,341,125,980,1056,29.0,1509019200,11.5,244.0,5.7,1509026400,11.6,1508986800,0.0,0.0,858.0,final,26.0,1007.0,0.0,,338.0,1241,10394,8188,8116.0,21.2,1508968800,244.0,14.8,3.0
21,964349,Potchefstroom,ZA,-26.6956,27.1007,"['683510-99999', '683500-99999', 'SF004371000', 'SF004371940', 'SF004371340', 'SF004371040', 'SF004368550', 'imerg', 'era5', 'sat', 'radar', 'snodas']",10,683500-99999,Africa/Johannesburg,Senwes Park,2017-10-29,83.0,2017-10-29,8.4,52,435,347,126,985,1076,23.4,1509278400,4.0,48.0,5.0,1509235200,13.1,1509242400,0.0,0.0,873.0,final,57.0,1019.0,0.0,,138.0,1253,10431,8337,3302.0,17.3,1509228000,48.0,10.4,4.0
22,3489854,Kingston,JM,17.9786849,-76.7839009,"['783970-99999', 'JMM00078397', 'imerg', 'era5', 'sat', 'radar', 'snodas']",17,783970-99999,America/Jamaica,"Sabina Park, Kingston",2017-07-09,22.0,2017-07-09,23.6,52,410,339,126,932,1044,32.0,1499619600,9.1,214.0,11.2,1499634000,27.0,1499594400,0.0,0.0,1013.0,final,70.0,1014.0,0.0,,335.0,1250,9837,8125,8046.0,29.7,1499576400,214.0,14.4,5.7
23,2186280,Nelson,NZ,-41.3044503,173.2416296,"['935460-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",F5,935460-99999,Pacific/Auckland,Saxton Oval,2017-12-29,47.0,2017-12-29,11.9,61,484,384,131,984,1052,19.9,1514512800,9.2,130.0,7.6,1514516400,12.2,1514480400,0.0,0.0,1016.0,final,75.0,1016.0,0.0,,356.0,1466,11613,9216,8552.0,16.4,1514458800,130.0,9.6,3.3
24,6113406,Prince Rupert,CA,53.97517,-130.69113,"['imerg', 'era5', 'sat', 'radar', 'snodas']",BC,718980-99999,America/Vancouver,Bay Oval,2018-01-01,100.0,2018-01-01,1.5,14,123,32,63,561,177,5.9,1514851200,0.4,130.0,10.8,1514826000,3.7,1514797200,3.5,3.5,1025.0,final,76.0,1025.0,0.0,,6.0,338,2957,776,150.0,5.4,1514793600,130.0,14.8,9.3
25,6113406,Prince Rupert,CA,53.97517,-130.69113,"['imerg', 'era5', 'sat', 'radar', 'snodas']",BC,718980-99999,America/Vancouver,Bay Oval,2018-01-03,100.0,2018-01-03,3.6,14,125,33,63,565,181,7.0,1514988000,0.4,127.0,6.4,1514988000,5.2,1514966400,8.8,8.8,1019.0,final,83.0,1019.0,0.0,,7.0,343,3005,795,175.0,6.3,1514966400,127.0,8.4,4.6
26,1258526,Ranchi,IN,23.311987,85.274117,"['427010-99999', 'IN004122600', 'IN004120800', 'IN004120400', 'IN004123400', 'imerg', 'era5', 'sat', 'radar', 'snodas']",38,427010-99999,Asia/Kolkata,JSCA International Stadium Complex,2017-10-07,58.0,2017-10-07,22.6,47,383,286,121,939,934,32.0,1507370400,7.1,178.0,3.8,1507377600,22.6,1507330800,10.0,10.0,935.0,final,81.0,1006.0,0.0,,242.0,1070,8803,6583,5572.0,26.4,1507314600,178.0,7.2,1.7
27,1271476,Guwahati,IN,26.1452962,91.736454,"['424100-99999', 'IN003040100', 'IN003040200', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,424100-99999,Asia/Kolkata,Barsapara Cricket Stadium,2017-10-10,56.0,2017-10-10,25.4,46,373,269,120,923,885,34.0,1507622400,6.2,124.0,3.1,1507615200,24.0,1507582800,10.5,10.5,1001.0,final,86.0,1007.0,0.0,,248.0,1069,8588,6189,5700.0,28.2,1507573800,124.0,5.6,1.6
28,2655603,Birmingham,GB,52.457696955,-1.929678695,"['UK000000000', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,035340-99999,Europe/London,Edgbaston,2018-06-27,77.0,2018-06-27,9.7,60,483,351,118,900,896,26.0,1530115200,8.6,100.0,5.4,1530122400,11.0,1530075600,0.0,0.0,1010.0,final,61.0,1026.0,0.0,,344.0,1443,11595,8420,8259.0,18.4,1530054000,100.0,13.5,3.4
29,6691257,Hulme,GB,53.4612182,-2.2695442,"['033340-99999', 'UKM00003334', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,033340-99999,Europe/London,Old Trafford,2018-07-03,8.0,2018-07-03,9.0,60,482,346,117,897,882,24.0,1530630000,8.4,71.0,4.2,1530619200,12.0,1530583200,0.0,0.0,1016.0,final,56.0,1020.0,0.0,,346.0,1438,11576,8315,8314.0,18.8,1530572400,71.0,10.4,3.1
30,2653822,Cardiff,GB,51.4854374,-3.1916779,"['037150-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",WLS,037150-99999,Europe/London,Sophia Gardens,2018-07-06,34.0,2018-07-06,14.5,59,475,347,119,900,898,22.0,1530889200,8.0,283.0,6.8,1530896400,15.0,1530846000,0.0,0.0,1020.0,final,79.0,1022.0,0.0,,325.0,1421,11407,8320,7806.0,18.3,1530831600,283.0,10.4,4.2
31,2656065,Beckenham,GB,51.42245,-0.02709,"['037663-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,037663-99999,Europe/London,County Ground,2018-07-08,38.0,2018-07-08,13.0,59,472,345,118,902,899,29.0,1531011600,5.4,226.0,3.9,1531015200,17.4,1531029600,0.0,0.0,1021.0,final,54.0,1025.0,0.0,,275.0,1407,11323,8286,6609.0,23.3,1531004400,226.0,9.8,2.6
32,1273294,Delhi,IN,28.6378091,77.2431553,"['421820-99999', 'IN022021600', 'IN022023100', 'IN022021800', 'IN022021900', 'IN022022900', 'IN022022200', 'imerg', 'era5', 'sat', 'radar', 'snodas']",07,421820-99999,Asia/Kolkata,Arun Jaitley Stadium,2017-11-01,5.0,2017-11-01,17.5,41,337,219,114,899,757,31.4,1509490800,6.3,128.0,2.4,1509490800,17.4,1509494400,0.0,0.0,989.0,final,73.0,1014.0,0.0,,219.0,941,7745,5036,5032.0,23.3,1509474600,128.0,6.8,1.7
33,1258847,Rājkot,IN,22.3618615,70.7095961,"['427370-99999', 'IN005150100', 'IN005151200', 'imerg', 'era5', 'sat', 'radar', 'snodas']",09,427370-99999,Asia/Kolkata,Saurashtra Cricket Association Stadium,2017-11-04,0.0,2017-11-04,9.3,44,361,246,119,922,840,34.4,1509786000,7.5,55.0,4.1,1509778800,21.4,1509750000,0.0,0.0,1000.0,final,35.0,1012.0,0.0,,246.0,1016,8306,5661,5661.0,27.2,1509733800,55.0,9.6,2.2
34,4765594,Independent Hill,US,38.665607,-77.392315,"['724036-03710', 'US1VAPW0014', 'US1VAPW0013', 'USC00445208', 'US1VAPW0010', 'US1VAPW0001', 'USC00445204', 'US1VAPW0008', 'US1VAPW0003', 'imerg', 'era5', 'sat', 'radar', 'snodas']",VA,724036-03710,America/New_York,Greenfield International Stadium,2017-11-07,91.0,2017-11-07,3.6,33,274,146,102,834,570,10.6,1510030800,1.2,220.0,6.2,1510106400,4.0,1510110000,8.0,8.0,1014.0,final,82.0,1022.0,0.0,,30.0,784,6588,3504,713.0,6.7,1510030800,220.0,9.8,4.7
35,993800,Johannesburg,ZA,-26.1326355,28.0565121,"['682672-99999', '683610-99999', 'SF004761290', 'SF004760400', 'SF004761600', 'SF004760720', 'SF004758810', 'SF004760120', 'SF004761630', 'SF004762460', 'SF004760440', 'SF004758520', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,683610-99999,Africa/Johannesburg,The Wanderers Stadium,2018-02-18,52.0,2018-02-18,13.3,51,428,345,126,994,1076,27.9,1518955200,8.7,95.0,2.0,1518904800,17.0,1518922800,1.3,1.3,838.0,final,58.0,1011.0,0.0,,325.0,1225,10275,8280,7801.0,22.5,1518904800,95.0,8.4,1.3
36,1105777,Centurion,ZA,-25.8683333,28.220005,"['682640-99999', '682630-99999', 'SF005133820', 'SF005133500', 'SFM00068263', 'SF005133470', 'SF005134370', 'SF005133450', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,682630-99999,Africa/Johannesburg,SuperSport Park,2018-02-21,64.0,2018-02-21,17.9,51,424,341,126,991,1070,23.8,1519203600,3.8,89.0,6.4,1519203600,19.2,1519178400,2.3,2.3,850.0,final,84.0,1007.0,0.0,,103.0,1218,10178,8182,2462.0,20.8,1519164000,89.0,8.0,3.6
37,2644849,Larne,GB,54.8065745,-5.7896161,"['imerg', 'era5', 'sat', 'radar', 'snodas']",NIR,039240-99999,Europe/London,Newlands,2018-02-24,70.0,2018-02-24,-1.1,29,248,105,89,756,409,4.4,1519448400,0.8,139.0,9.6,1519441200,3.0,1519506000,0.0,0.0,1008.0,final,72.0,1022.0,0.0,,39.0,689,5946,2528,943.0,3.5,1519430400,139.0,15.2,8.1
38,1239593,Kolonnawa,LK,6.9362651,79.8697216,"['434660-99999', 'CEM00043466', 'imerg', 'era5', 'sat', 'radar', 'snodas']",36,434660-99999,Asia/Colombo,"R.Premadasa Stadium, Khettarama",2018-03-08,53.0,2018-03-08,23.9,52,407,336,131,974,1075,31.1,1520488800,6.8,244.0,2.0,1520499600,25.0,1520463600,2.3,2.3,1008.0,final,77.0,1009.0,0.0,,212.0,1192,9365,7726,4886.0,28.3,1520447400,244.0,6.8,1.1
39,1239593,Kolonnawa,LK,6.9362651,79.8697216,"['434660-99999', 'CEM00043466', 'imerg', 'era5', 'sat', 'radar', 'snodas']",36,434660-99999,Asia/Colombo,"R.Premadasa Stadium, Khettarama",2018-03-14,56.0,2018-03-14,22.9,52,409,339,131,972,1080,30.2,1521007200,6.7,160.0,1.8,1521039600,24.5,1520982000,1.8,1.8,1007.0,final,76.0,1010.0,0.0,,214.0,1198,9411,7793,4917.0,27.7,1520965800,160.0,8.0,1.0
40,1239593,Kolonnawa,LK,6.9362651,79.8697216,"['434660-99999', 'CEM00043466', 'imerg', 'era5', 'sat', 'radar', 'snodas']",36,434660-99999,Asia/Colombo,"R.Premadasa Stadium, Khettarama",2018-03-18,36.0,2018-03-18,24.5,52,410,340,131,971,1082,31.2,1521360000,10.4,194.0,2.6,1521360000,25.4,1521327600,0.0,0.0,1008.0,final,79.0,1009.0,0.0,,337.0,1201,9437,7829,7745.0,28.6,1521311400,194.0,6.4,1.3
41,3180423,Carrara,IT,44.079337,10.101236,"['imerg', 'era5', 'sat', 'radar', 'snodas']",16,161580-99999,Europe/Rome,Carrara Oval,2018-11-17,46.0,2018-11-17,1.4,27,233,102,91,769,431,8.1,1542452400,2.3,29.0,4.8,1542452400,4.4,1542434400,0.0,0.0,1002.0,final,74.0,1023.0,0.0,,95.0,649,5598,2458,2284.0,5.8,1542409200,29.0,16.0,3.5
42,6943568,Woolloongabba,AU,-27.485916,153.0381681,"['945780-99999', '945760-99999', 'ASN00040913', 'ASN00040215', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",QLD,945760-99999,Australia/Brisbane,"Brisbane Cricket Ground, Woolloongabba",2018-11-21,58.0,2018-11-21,17.8,57,446,367,133,986,1095,30.0,1542765600,12.2,149.0,3.5,1542765600,20.2,1542733200,3.0,3.0,1007.0,final,64.0,1008.0,0.0,,293.0,1364,10713,8800,7659.0,25.3,1542722400,149.0,9.6,1.7
43,6952201,East Melbourne,AU,-37.820629,144.983624,"['958640-99999', '959360-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",VIC,959360-99999,Australia/Melbourne,Melbourne Cricket Ground,2018-11-23,93.0,2018-11-23,9.7,58,462,368,131,979,1055,14.4,1542956400,3.4,248.0,5.8,1542891600,11.2,1542920400,0.3,0.3,1004.0,final,83.0,1005.0,0.0,,89.0,1401,11092,8828,1629.5,12.6,1542891600,248.0,16.8,4.1
44,2207753,Paddington,AU,-33.8908818,151.2240624,"['947670-99999', '947680-99999', 'ASN00066139', 'ASN00066009', 'ASN00066160', 'ASN00066073', 'ASN00066052', 'ASN00066006', 'ASN00066033', 'ASN00066021', 'ASN00066062', 'ASN00066098', 'ASN00066007', 'ASN00066005', 'ASN00066187', 'ASN00066179', 'ASN00066149', 'ASN00066075', 'ASN00066178', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",NSW,947680-99999,Australia/Sydney,Sydney Cricket Ground,2018-11-25,51.0,2018-11-25,9.2,58,461,372,132,984,1079,24.0,1543107600,6.8,187.0,7.6,1543107600,14.6,1543086000,0.0,0.0,996.0,final,55.0,1001.0,0.0,,326.0,1400,11060,8917,7246.2,19.3,1543064400,187.0,11.6,4.4
45,3575551,Basseterre,KN,17.298266,-62.723169,"['788580-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,788580-99999,America/St_Kitts,"Warner Park, Basseterre",2018-07-31,29.0,2018-07-31,23.1,51,402,335,126,935,1050,31.0,1533052800,10.1,60.0,8.8,1533016800,26.0,1533081600,0.8,0.8,1012.0,final,74.0,1017.0,0.0,,332.0,1231,9656,8044,7964.0,28.3,1533009600,60.0,10.7,7.7
46,7172798,Roosevelt Gardens,US,26.139335,-80.183218,"['747830-12849', '722039-12885', 'US1FLBW0076', 'US1FLBW0070', 'US1FLBW0016', 'US1FLBW0130', 'US1FLBW0040', 'USC00083163', 'US1FLBW0127', 'US1FLBW0090', 'US1FLBW0036', 'US1FLBW0005', 'US1FLBW0051', 'US1FLBW0008', 'USW00012885', 'US1FLBW0024', 'US1FLBW0095', 'US1FLBW0105', 'USW00012849', 'US1FLBW0027', 'USC00082114', 'USC00083168', 'imerg', 'era5', 'sat', 'radar', 'snodas']",FL,722039-12885,America/New_York,Central Broward Regional Park Stadium Turf Ground,2018-08-04,42.0,2018-08-04,24.3,52,409,338,125,932,1031,32.2,1533402000,4.4,97.0,9.4,1533412800,27.2,1533376800,0.3,0.3,1018.0,final,74.0,1019.0,0.0,0.0,154.0,1254,9815,8121,3687.0,29.6,1533355200,97.0,9.3,5.1
47,7172798,Roosevelt Gardens,US,26.139335,-80.183218,"['747830-12849', '722039-12885', 'US1FLBW0076', 'US1FLBW0070', 'US1FLBW0016', 'US1FLBW0130', 'US1FLBW0040', 'USC00083163', 'US1FLBW0127', 'US1FLBW0090', 'US1FLBW0036', 'US1FLBW0005', 'US1FLBW0051', 'US1FLBW0008', 'USW00012885', 'US1FLBW0024', 'US1FLBW0095', 'US1FLBW0105', 'USW00012849', 'US1FLBW0027', 'USC00082114', 'USC00083168', 'imerg', 'era5', 'sat', 'radar', 'snodas']",FL,722039-12885,America/New_York,Central Broward Regional Park Stadium Turf Ground,2018-08-05,43.0,2018-08-05,24.3,52,408,338,125,932,1031,32.2,1533495600,5.9,82.0,9.8,1533481200,27.2,1533459600,0.8,0.8,1019.0,final,75.0,1020.0,0.0,0.0,274.0,1251,9797,8105,6575.0,29.3,1533441600,82.0,10.3,4.6
